,id,ticker,lastUpdated
1880,1880,MVO,2021-04-16
1881,1881,MVT,2021-04-16
1882,1882,MWA,2021-04-16
1883,1883,MX,2021-04-16
1884,1884,MXE,2021-04-16
1885,1885,MXF,2021-04-16
1886,1886,MXL,2021-04-16
1887,1887,MYC,2021-04-16
1888,1888,MYD,2021-04-16
1889,1889,MYE,2021-04-16
1890,1890,MYF,2021-04-16
1891,1891,MYI,2021-04-16
1892,1892,MYJ,2021-04-16
1893,1893,MYN,2021-04-16
1894,1894,MYOV,2021-04-16
1895,1895,MYTE,2021-04-16
1896,1896,MZA,2021-04-16
1897,1897,NAC,2021-04-16
1898,1898,NAD,2021-04-16
1899,1899,NAN,2021-04-16
1900,1900,NAPA,2021-04-16
1901,1901,NAT,2021-04-16
1902,1902,NAV,2021-04-16
1903,1903,NAZ,2021-04-16
1904,1904,NBB,2021-04-16
1905,1905,NBHC,2021-04-16
1906,1906,NBR,2021-04-16
1907,1907,NBR^A,2021-04-16
1908,1908,NC,2021-04-16
1909,1909,NCA,2021-04-16
1910,1910,NCLH,2021-04-16
1911,1911,NCR,2021-04-16
1912,1912,NCV,2021-04-16
1913,1913,NCV^A,2021-04-16
1914,1914,NCZ,2021-04-16
1915,1915,NCZ^A,2021-04-16
1916,1916,NDMO,2021-04-16
1917,1917,NDP,2021-04-16
1918,1918,NEA,2021-04-16
1919,1919,NEE,2021-04-16
1920,1920,NEE^K,2021-04-16
1921,1921,NEE^N,2021-04-16
1922,1922,NEE^O,2021-04-16
1923,1923,NEE^P,2021-04-16
1924,1924,NEE^Q,2021-04-16
1925,1925,NEM,2021-04-16
1926,1926,NEP,2021-04-16
1927,1927,NET,2021-04-16
1928,1928,NETI,2021-04-16
1929,1929,NEU,2021-04-16
1930,1930,NEV,2021-04-16
1931,1931,NEW,2021-04-16
1932,1932,NEWR,2021-04-16
1933,1933,NEX,2021-04-16
1934,1934,NEXA,2021-04-16
1935,1935,NFG,2021-04-16
1936,1936,NFH,2021-04-16
1937,1937,NFJ,2021-04-16
1938,1938,NGA,2021-04-16
1939,1939,NGAB,2021-04-16
1940,1940,NGG,2021-04-16
1941,1941,NGL,2021-04-16
1942,1942,NGL^B,2021-04-16
1943,1943,NGL^C,2021-04-16
1944,1944,NGS,2021-04-16
1945,1945,NGVC,2021-04-16
1946,1946,NGVT,2021-04-16
1947,1947,NHF,2021-04-16
1948,1948,NHF^A,2021-04-16
1949,1949,NHI,2021-04-16
1950,1950,NI,2021-04-16
1951,1951,NI^B,2021-04-16
1952,1952,NID,2021-04-16
1953,1953,NIE,2021-04-16
1954,1954,NIM,2021-04-16
1955,1955,NINE,2021-04-16
1956,1956,NIO,2021-04-16
1957,1957,NIQ,2021-04-16
1958,1958,NJR,2021-04-16
1959,1959,NKE,2021-04-16
1960,1960,NKG,2021-04-16
1961,1961,NKX,2021-04-16
1962,1962,NL,2021-04-16
1963,1963,NLS,2021-04-16
1964,1964,NLSN,2021-04-16
1965,1965,NLY,2021-04-16
1966,1966,NLY^F,2021-04-16
1967,1967,NLY^G,2021-04-16
1968,1968,NLY^I,2021-04-16
1969,1969,NM,2021-04-16
1970,1970,NM^G,2021-04-16
1971,1971,NM^H,2021-04-16
1972,1972,NMCO,2021-04-16
1973,1973,NMI,2021-04-16
1974,1974,NMM,2021-04-16
1975,1975,NMR,2021-04-16
1976,1976,NMS,2021-04-16
1977,1977,NMT,2021-04-16
1978,1978,NMZ,2021-04-16
1979,1979,NNA,2021-04-16
1980,1980,NNI,2021-04-16
1981,1981,NNN,2021-04-16
1982,1982,NNN^F,2021-04-16
1983,1983,NNY,2021-04-16
1984,1984,NOA,2021-04-16
1985,1985,NOAH,2021-04-16
1986,1986,NOC,2021-04-16
1987,1987,NOK,2021-04-16
1988,1988,NOM,2021-04-16
1989,1989,NOMD,2021-04-16
1990,1990,NOV,2021-04-16
1991,1991,NOVA,2021-04-16
1992,1992,NOW,2021-04-16
1993,1993,NP,2021-04-16
1994,1994,NPK,2021-04-16
1995,1995,NPO,2021-04-16
1996,1996,NPTN,2021-04-16
1997,1997,NPV,2021-04-16
1998,1998,NQP,2021-04-16
1999,1999,NR,2021-04-16
2000,2000,NREF,2021-04-16
2001,2001,NREF^A,2021-04-16
2002,2002,NRG,2021-04-16
2003,2003,NRGX,2021-04-16
2004,2004,NRK,2021-04-16
2005,2005,NRP,2021-04-16
2006,2006,NRT,2021-04-16
2007,2007,NRUC,2021-04-16
2008,2008,NRZ,2021-04-16
2009,2009,NRZ^A,2021-04-16
2010,2010,NRZ^B,2021-04-16
2011,2011,NRZ^C,2021-04-16
2012,2012,NS,2021-04-16
2013,2013,NS^A,2021-04-16
2014,2014,NS^B,2021-04-16
2015,2015,NS^C,2021-04-16
2016,2016,NSA,2021-04-16
2017,2017,NSA^A,2021-04-16
2018,2018,NSC,2021-04-16
2019,2019,NSH,2021-04-16
2020,2020,NSL,2021-04-16
2021,2021,NSP,2021-04-16
2022,2022,NSS,2021-04-16
2023,2023,NSTB,2021-04-16
2024,2024,NTB,2021-04-16
2025,2025,NTCO,2021-04-16
2026,2026,NTG,2021-04-16
2027,2027,NTP,2021-04-16
2028,2028,NTR,2021-04-16
2029,2029,NTST,2021-04-16
2030,2030,NTZ,2021-04-16
2031,2031,NUE,2021-04-16
2032,2032,NUO,2021-04-16
2033,2033,NUS,2021-04-16
2034,2034,NUV,2021-04-16
2035,2035,NUVB,2021-04-16
2036,2036,NUW,2021-04-16
2037,2037,NVG,2021-04-16
2038,2038,NVGS,2021-04-16
2039,2039,NVO,2021-04-16
2040,2040,NVR,2021-04-16
2041,2041,NVRO,2021-04-16
2042,2042,NVS,2021-04-16
2043,2043,NVST,2021-04-16
2044,2044,NVT,2021-04-16
2045,2045,NVTA,2021-04-16
2046,2046,NWG,2021-04-16
2047,2047,NWHM,2021-04-16
2048,2048,NWN,2021-04-16
2049,2049,NX,2021-04-16
2050,2050,NXC,2021-04-16
2051,2051,NXJ,2021-04-16
2052,2052,NXN,2021-04-16
2053,2053,NXP,2021-04-16
2054,2054,NXQ,2021-04-16
2055,2055,NXR,2021-04-16
2056,2056,NXRT,2021-04-16
2057,2057,NXU,2021-04-16
2058,2058,NYC,2021-04-16
2059,2059,NYCB,2021-04-16
2060,2060,NYCB^A,2021-04-16
2061,2061,NYCB^U,2021-04-16
2062,2062,NYT,2021-04-16
2063,2063,NZF,2021-04-16
2064,2064,O,2021-04-16
2065,2065,OACB,2021-04-16
2066,2066,OAK^A,2021-04-16
2067,2067,OAK^B,2021-04-16
2068,2068,OC,2021-04-16
2069,2069,OCA,2021-04-16
2070,2070,OCFT,2021-04-16
2071,2071,OCN,2021-04-16
2072,2072,ODC,2021-04-16
2073,2073,OEC,2021-04-16
2074,2074,OFC,2021-04-16
2075,2075,OFG,2021-04-16
2076,2076,OFG^A,2021-04-16
2077,2077,OFG^B,2021-04-16
2078,2078,OFG^D,2021-04-16
2079,2079,OGE,2021-04-16
2080,2080,OGS,2021-04-16
2081,2081,OHI,2021-04-16
2082,2082,OI,2021-04-16
2083,2083,OIA,2021-04-16
2084,2084,OII,2021-04-16
2085,2085,OIS,2021-04-16
2086,2086,OKE,2021-04-16
2087,2087,OLN,2021-04-16
2088,2088,OLO,2021-04-16
2089,2089,OLP,2021-04-16
2090,2090,OMC,2021-04-16
2091,2091,OMF,2021-04-16
2092,2092,OMI,2021-04-16
2093,2093,ONE,2021-04-16
2094,2094,ONTF,2021-04-16
2095,2095,ONTO,2021-04-16
2096,2096,OOMA,2021-04-16
2097,2097,OPP,2021-04-16
2098,2098,OPP^A,2021-04-16
2099,2099,OPY,2021-04-16
2100,2100,OR,2021-04-16
2101,2101,ORA,2021-04-16
2102,2102,ORAN,2021-04-16
2103,2103,ORC,2021-04-16
2104,2104,ORCC,2021-04-16
2105,2105,ORCL,2021-04-16
2106,2106,ORI,2021-04-16
2107,2107,ORN,2021-04-16
2108,2108,OSCR,2021-04-16
2109,2109,OSG,2021-04-16
2110,2110,OSH,2021-04-16
2111,2111,OSK,2021-04-16
2112,2112,OTIS,2021-04-16
2113,2113,OUST,2021-04-16
2114,2114,OUT,2021-04-16
2115,2115,OVV,2021-04-16
2116,2116,OXM,2021-04-16
2117,2117,OXY,2021-04-16
2118,2118,PAC,2021-04-16
2119,2119,PACE,2021-04-16
2120,2120,PACK,2021-04-16
2121,2121,PAG,2021-04-16
2122,2122,PAGS,2021-04-16
2123,2123,PAI,2021-04-16
2124,2124,PAM,2021-04-16
2125,2125,PANW,2021-04-16
2126,2126,PAR,2021-04-16
2127,2127,PARR,2021-04-16
2128,2128,PAYC,2021-04-16
2129,2129,PB,2021-04-16
2130,2130,PBA,2021-04-16
2131,2131,PBC,2021-04-16
2132,2132,PBF,2021-04-16
2133,2133,PBFX,2021-04-16
2134,2134,PBH,2021-04-16
2135,2135,PBI,2021-04-16
2136,2136,PBI^B,2021-04-16
2137,2137,PBR,2021-04-16
2138,2138,PBT,2021-04-16
2139,2139,PBY,2021-04-16
2140,2140,PCF,2021-04-16
2141,2141,PCG,2021-04-16
2142,2142,PCGU,2021-04-16
2143,2143,PCI,2021-04-16
2144,2144,PCK,2021-04-16
2145,2145,PCM,2021-04-16
2146,2146,PCN,2021-04-16
2147,2147,PCPC,2021-04-16
2148,2148,PCQ,2021-04-16
2149,2149,PD,2021-04-16
2150,2150,PDAC,2021-04-16
2151,2151,PDI,2021-04-16
2152,2152,PDM,2021-04-16
2153,2153,PDO,2021-04-16
2154,2154,PDS,2021-04-16
2155,2155,PDT,2021-04-16
2156,2156,PEAK,2021-04-16
2157,2157,PEB,2021-04-16
2158,2158,PEB^C,2021-04-16
2159,2159,PEB^D,2021-04-16
2160,2160,PEB^E,2021-04-16
2161,2161,PEB^F,2021-04-16
2162,2162,PEG,2021-04-16
2163,2163,PEI,2021-04-16
2164,2164,PEI^B,2021-04-16
2165,2165,PEI^C,2021-04-16
2166,2166,PEI^D,2021-04-16
2167,2167,PEN,2021-04-16
2168,2168,PEO,2021-04-16
2169,2169,PFD,2021-04-16
2170,2170,PFE,2021-04-16
2171,2171,PFGC,2021-04-16
2172,2172,PFH,2021-04-16
2173,2173,PFL,2021-04-16
2174,2174,PFN,2021-04-16
2175,2175,PFO,2021-04-16
2176,2176,PFS,2021-04-16
2177,2177,PFSI,2021-04-16
2178,2178,PG,2021-04-16
2179,2179,PGP,2021-04-16
2180,2180,PGR,2021-04-16
2181,2181,PGRE,2021-04-16
2182,2182,PGTI,2021-04-16
2183,2183,PGZ,2021-04-16
2184,2184,PH,2021-04-16
2185,2185,PHD,2021-04-16
2186,2186,PHG,2021-04-16
2187,2187,PHI,2021-04-16
2188,2188,PHK,2021-04-16
2189,2189,PHM,2021-04-16
2190,2190,PHR,2021-04-16
2191,2191,PHT,2021-04-16
2192,2192,PHX,2021-04-16
2193,2193,PIAI,2021-04-16
2194,2194,PICC,2021-04-16
2195,2195,PII,2021-04-16
2196,2196,PIM,2021-04-16
2197,2197,PINE,2021-04-16
2198,2198,PING,2021-04-16
2199,2199,PINS,2021-04-16
2200,2200,PIPP,2021-04-16
2201,2201,PIPR,2021-04-16
2202,2202,PJT,2021-04-16
2203,2203,PK,2021-04-16
2204,2204,PKE,2021-04-16
2205,2205,PKG,2021-04-16
2206,2206,PKI,2021-04-16
2207,2207,PKO,2021-04-16
2208,2208,PKX,2021-04-16
2209,2209,PLAN,2021-04-16
2210,2210,PLD,2021-04-16
2211,2211,PLNT,2021-04-16
2212,2212,PLOW,2021-04-16
2213,2213,PLT,2021-04-16
2214,2214,PLTR,2021-04-16
2215,2215,PLYM,2021-04-16
2216,2216,PM,2021-04-16
2217,2217,PMF,2021-04-16
2218,2218,PML,2021-04-16
2219,2219,PMM,2021-04-16
2220,2220,PMO,2021-04-16
2221,2221,PMT,2021-04-16
2222,2222,PMT^A,2021-04-16
2223,2223,PMT^B,2021-04-16
2224,2224,PMVC,2021-04-16
2225,2225,PMX,2021-04-16
2226,2226,PNC,2021-04-16
2227,2227,PNC^P,2021-04-16
2228,2228,PNF,2021-04-16
2229,2229,PNI,2021-04-16
2230,2230,PNM,2021-04-16
2231,2231,PNR,2021-04-16
2232,2232,PNTM,2021-04-16
2233,2233,PNW,2021-04-16
2234,2234,POR,2021-04-16
2235,2235,POST,2021-04-16
2236,2236,PPG,2021-04-16
2237,2237,PPL,2021-04-16
2238,2238,PPR,2021-04-16
2239,2239,PPT,2021-04-16
2240,2240,PPX,2021-04-16
2241,2241,PQG,2021-04-16
2242,2242,PRA,2021-04-16
2243,2243,PRE^G,2021-04-16
2244,2244,PRE^H,2021-04-16
2245,2245,PRE^I,2021-04-16
2246,2246,PRE^J,2021-04-16
2247,2247,PRG,2021-04-16
2248,2248,PRGO,2021-04-16
2249,2249,PRI,2021-04-16
2250,2250,PRIF^A,2021-04-16
2251,2251,PRIF^B,2021-04-16
2252,2252,PRIF^C,2021-04-16
2253,2253,PRIF^D,2021-04-16
2254,2254,PRIF^E,2021-04-16
2255,2255,PRIF^F,2021-04-16
2256,2256,PRIF^G,2021-04-16
2257,2257,PRLB,2021-04-16
2258,2258,PRMW,2021-04-16
2259,2259,PRO,2021-04-16
2260,2260,PROS,2021-04-16
2261,2261,PRPB,2021-04-16
2262,2262,PRPC,2021-04-16
2263,2263,PRS,2021-04-16
2264,2264,PRSP,2021-04-16
2265,2265,PRT,2021-04-16
2266,2266,PRTY,2021-04-16
2267,2267,PRU,2021-04-16
2268,2268,PSA,2021-04-16
2269,2269,PSA^C,2021-04-16
2270,2270,PSA^D,2021-04-16
2271,2271,PSA^E,2021-04-16
2272,2272,PSA^F,2021-04-16
2273,2273,PSA^G,2021-04-16
2274,2274,PSA^H,2021-04-16
2275,2275,PSA^I,2021-04-16
2276,2276,PSA^J,2021-04-16
2277,2277,PSA^K,2021-04-16
2278,2278,PSA^L,2021-04-16
2279,2279,PSA^M,2021-04-16
2280,2280,PSA^N,2021-04-16
2281,2281,PSA^O,2021-04-16
2282,2282,PSB,2021-04-16
2283,2283,PSB^W,2021-04-16
2284,2284,PSB^X,2021-04-16
2285,2285,PSB^Y,2021-04-16
2286,2286,PSB^Z,2021-04-16
2287,2287,PSF,2021-04-16
2288,2288,PSFE,2021-04-16
2289,2289,PSN,2021-04-16
2290,2290,PSO,2021-04-16
2291,2291,PSTG,2021-04-16
2292,2292,PSTH,2021-04-16
2293,2293,PSTL,2021-04-16
2294,2294,PSX,2021-04-16
2295,2295,PSXP,2021-04-16
2296,2296,PTA,2021-04-16
2297,2297,PTR,2021-04-16
2298,2298,PTY,2021-04-16
2299,2299,PUK,2021-04-16
2300,2300,PUK^,2021-04-16
2301,2301,PUK^A,2021-04-16
2302,2302,PUMP,2021-04-16
2303,2303,PV,2021-04-16
2304,2304,PVG,2021-04-16
2305,2305,PVH,2021-04-16
2306,2306,PVL,2021-04-16
2307,2307,PWR,2021-04-16
2308,2308,PXD,2021-04-16
2309,2309,PYN,2021-04-16
2310,2310,PYS,2021-04-16
2311,2311,PYT,2021-04-16
2312,2312,PZC,2021-04-16
2313,2313,PZN,2021-04-16
2314,2314,QD,2021-04-16
2315,2315,QFTA,2021-04-16
2316,2316,QGEN,2021-04-16
2317,2317,QS,2021-04-16
2318,2318,QSR,2021-04-16
2319,2319,QTS,2021-04-16
2320,2320,QTS^A,2021-04-16
2321,2321,QTS^B,2021-04-16
2322,2322,QTWO,2021-04-16
2323,2323,QUAD,2021-04-16
2324,2324,QUOT,2021-04-16
2325,2325,QVCC,2021-04-16
2326,2326,QVCD,2021-04-16
2327,2327,R,2021-04-16
2328,2328,RA,2021-04-16
2329,2329,RAAS,2021-04-16
2330,2330,RACE,2021-04-16
2331,2331,RAD,2021-04-16
2332,2332,RAMP,2021-04-16
2333,2333,RBA,2021-04-16
2334,2334,RBAC,2021-04-16
2335,2335,RBC,2021-04-16
2336,2336,RBLX,2021-04-16
2337,2337,RC,2021-04-16
2338,2338,RC^B,2021-04-16
2339,2339,RC^C,2021-04-16
2340,2340,RC^D,2021-04-16
2341,2341,RCA,2021-04-16
2342,2342,RCB,2021-04-16
2343,2343,RCC,2021-04-16
2344,2344,RCI,2021-04-16
2345,2345,RCL,2021-04-16
2346,2346,RCS,2021-04-16
2347,2347,RCUS,2021-04-16
2348,2348,RDN,2021-04-16
2349,2349,RDS/B,2021-04-16
2350,2350,RDY,2021-04-16
2351,2351,RE,2021-04-16
2352,2352,RELX,2021-04-16
2353,2353,RENN,2021-04-16
2354,2354,RES,2021-04-16
2355,2355,REV,2021-04-16
2356,2356,REVG,2021-04-16
2357,2357,REX,2021-04-16
2358,2358,REXR,2021-04-16
2359,2359,REXR^A,2021-04-16
2360,2360,REXR^B,2021-04-16
2361,2361,REXR^C,2021-04-16
2362,2362,REZI,2021-04-16
2363,2363,RF,2021-04-16
2364,2364,RF^A,2021-04-16
2365,2365,RF^B,2021-04-16
2366,2366,RF^C,2021-04-16
2367,2367,RFI,2021-04-16
2368,2368,RFL,2021-04-16
2369,2369,RFM,2021-04-16
2370,2370,RFMZ,2021-04-16
2371,2371,RFP,2021-04-16
2372,2372,RGA,2021-04-16
2373,2373,RGR,2021-04-16
2374,2374,RGS,2021-04-16
2375,2375,RGT,2021-04-16
2376,2376,RH,2021-04-16
2377,2377,RHI,2021-04-16
2378,2378,RHP,2021-04-16
2379,2379,RICE,2021-04-16
2380,2380,RIG,2021-04-16
2381,2381,RIO,2021-04-16
2382,2382,RIV,2021-04-16
2383,2383,RJF,2021-04-16
2384,2384,RKT,2021-04-16
2385,2385,RL,2021-04-16
2386,2386,RLGY,2021-04-16
2387,2387,RLI,2021-04-16
2388,2388,RLJ,2021-04-16
2389,2389,RLJ^A,2021-04-16
2390,2390,RLX,2021-04-16
2391,2391,RM,2021-04-16
2392,2392,RMAX,2021-04-16
2393,2393,RMD,2021-04-16
2394,2394,RMI,2021-04-16
2395,2395,RMM,2021-04-16
2396,2396,RMO,2021-04-16
2397,2397,RMPL^,2021-04-16
2398,2398,RMT,2021-04-16
2399,2399,RNG,2021-04-16
2400,2400,RNGR,2021-04-16
2401,2401,RNP,2021-04-16
2402,2402,RNR,2021-04-16
2403,2403,RNR^E,2021-04-16
2404,2404,RNR^F,2021-04-16
2405,2405,ROG,2021-04-16
2406,2406,ROK,2021-04-16
2407,2407,ROL,2021-04-16
2408,2408,ROP,2021-04-16
2409,2409,ROT,2021-04-16
2410,2410,RPAI,2021-04-16
2411,2411,RPM,2021-04-16
2412,2412,RPT,2021-04-16
2413,2413,RPT^D,2021-04-16
2414,2414,RQI,2021-04-16
2415,2415,RRC,2021-04-16
2416,2416,RRD,2021-04-16
2417,2417,RS,2021-04-16
2418,2418,RSF,2021-04-16
2419,2419,RSG,2021-04-16
2420,2420,RSI,2021-04-16
2421,2421,RTP,2021-04-16
2422,2422,RTPZ,2021-04-16
2423,2423,RTX,2021-04-16
2424,2424,RVI,2021-04-16
2425,2425,RVLV,2021-04-16
2426,2426,RVT,2021-04-16
2427,2427,RWT,2021-04-16
2428,2428,RXN,2021-04-16
2429,2429,RY,2021-04-16
2430,2430,RY^T,2021-04-16
2431,2431,RYAM,2021-04-16
2432,2432,RYB,2021-04-16
2433,2433,RYI,2021-04-16
2434,2434,RYN,2021-04-16
2435,2435,RZA,2021-04-16
2436,2436,RZB,2021-04-16
2437,2437,SA,2021-04-16
2438,2438,SAF,2021-04-16
2439,2439,SAFE,2021-04-16
2440,2440,SAH,2021-04-16
2441,2441,SAIC,2021-04-16
2442,2442,SAIL,2021-04-16
2443,2443,SAK,2021-04-16
2444,2444,SAM,2021-04-16
2445,2445,SAN,2021-04-16
2446,2446,SAND          ,2021-04-16
2447,2447,SAP,2021-04-16
2448,2448,SAR,2021-04-16
2449,2449,SAVE,2021-04-16
2450,2450,SB,2021-04-16
2451,2451,SB^C,2021-04-16
2452,2452,SB^D,2021-04-16
2453,2453,SBBA,2021-04-16
2454,2454,SBG,2021-04-16
2455,2455,SBH,2021-04-16
2456,2456,SBI,2021-04-16
2457,2457,SBOW,2021-04-16
2458,2458,SBR,2021-04-16
2459,2459,SBS,2021-04-16
2460,2460,SBSW,2021-04-16
2461,2461,SC,2021-04-16
2462,2462,SCCO,2021-04-16
2463,2463,SCD,2021-04-16
2464,2464,SCE^G,2021-04-16
2465,2465,SCE^H,2021-04-16
2466,2466,SCE^J,2021-04-16
2467,2467,SCE^K,2021-04-16
2468,2468,SCE^L,2021-04-16
2469,2469,SCHW,2021-04-16
2470,2470,SCHW^C,2021-04-16
2471,2471,SCHW^D,2021-04-16
2472,2472,SCHW^J,2021-04-16
2473,2473,SCI,2021-04-16
2474,2474,SCL,2021-04-16
2475,2475,SCM,2021-04-16
2476,2476,SCPE,2021-04-16
2477,2477,SCS,2021-04-16
2478,2478,SCU,2021-04-16
2479,2479,SCVX,2021-04-16
2480,2480,SCX,2021-04-16
2481,2481,SD,2021-04-16
2482,2482,SDHY,2021-04-16
2483,2483,SE,2021-04-16
2484,2484,SEAH,2021-04-16
2485,2485,SEAS,2021-04-16
2486,2486,SEE,2021-04-16
2487,2487,SEM,2021-04-16
2488,2488,SEMR,2021-04-16
2489,2489,SF,2021-04-16
2490,2490,SF^A,2021-04-16
2491,2491,SF^B,2021-04-16
2492,2492,SF^C,2021-04-16
2493,2493,SFB,2021-04-16
2494,2494,SFE,2021-04-16
2495,2495,SFL,2021-04-16
2496,2496,SFTW,2021-04-16
2497,2497,SFUN,2021-04-16
2498,2498,SGFY,2021-04-16
2499,2499,SGU,2021-04-16
2500,2500,SHAK,2021-04-16
2501,2501,SHG,2021-04-16
2502,2502,SHI,2021-04-16
2503,2503,SHLX,2021-04-16
2504,2504,SHO,2021-04-16
2505,2505,SHO^E,2021-04-16
2506,2506,SHO^F,2021-04-16
2507,2507,SHOP,2021-04-16
2508,2508,SHW,2021-04-16
2509,2509,SI,2021-04-16
2510,2510,SID,2021-04-16
2511,2511,SIG,2021-04-16
2512,2512,SII,2021-04-16
2513,2513,SITC,2021-04-16
2514,2514,SITC^A,2021-04-16
2515,2515,SITE,2021-04-16
2516,2516,SIX,2021-04-16
2517,2517,SJI,2021-04-16
2518,2518,SJIJ,2021-04-16
2519,2519,SJIV,2021-04-16
2520,2520,SJM,2021-04-16
2521,2521,SJR,2021-04-16
2522,2522,SJT,2021-04-16
2523,2523,SJW,2021-04-16
2524,2524,SKLZ,2021-04-16
2525,2525,SKM,2021-04-16
2526,2526,SKT,2021-04-16
2527,2527,SKX,2021-04-16
2528,2528,SKY,2021-04-16
2529,2529,SLAC,2021-04-16
2530,2530,SLB,2021-04-16
2531,2531,SLCA,2021-04-16
2532,2532,SLF,2021-04-16
2533,2533,SLG,2021-04-16
2534,2534,SLG^I,2021-04-16
2535,2535,SLQT,2021-04-16
2536,2536,SM,2021-04-16
2537,2537,SMAR,2021-04-16
2538,2538,SMFG,2021-04-16
2539,2539,SMG,2021-04-16
2540,2540,SMHI,2021-04-16
2541,2541,SMLP,2021-04-16
2542,2542,SMM,2021-04-16
2543,2543,SMP,2021-04-16
2544,2544,SNA,2021-04-16
2545,2545,SNAP,2021-04-16
2546,2546,SNDR,2021-04-16
2547,2547,SNN,2021-04-16
2548,2548,SNOW,2021-04-16
2549,2549,SNP,2021-04-16
2550,2550,SNPR,2021-04-16
2551,2551,SNR,2021-04-16
2552,2552,SNV,2021-04-16
2553,2553,SNV^D,2021-04-16
2554,2554,SNV^E,2021-04-16
2555,2555,SNX,2021-04-16
2556,2556,SO,2021-04-16
2557,2557,SOAC,2021-04-16
2558,2558,SOGO,2021-04-16
2559,2559,SOI,2021-04-16
2560,2560,SOJB,2021-04-16
2561,2561,SOJC,2021-04-16
2562,2562,SOJD,2021-04-16
2563,2563,SOJE,2021-04-16
2564,2564,SOL,2021-04-16
2565,2565,SOLN,2021-04-16
2566,2566,SON,2021-04-16
2567,2567,SONY,2021-04-16
2568,2568,SOR,2021-04-16
2569,2569,SOS,2021-04-16
2570,2570,SPAQ,2021-04-16
2571,2571,SPB,2021-04-16
2572,2572,SPCE,2021-04-16
2573,2573,SPE,2021-04-16
2574,2574,SPE^B,2021-04-16
2575,2575,SPFR,2021-04-16
2576,2576,SPG,2021-04-16
2577,2577,SPG^J,2021-04-16
2578,2578,SPGI,2021-04-16
2579,2579,SPGS,2021-04-16
2580,2580,SPH,2021-04-16
2581,2581,SPLP,2021-04-16
2582,2582,SPLP^A,2021-04-16
2583,2583,SPNT,2021-04-16
2584,2584,SPNV,2021-04-16
2585,2585,SPOT,2021-04-16
2586,2586,SPR,2021-04-16
2587,2587,SPRQ,2021-04-16
2588,2588,SPXC,2021-04-16
2589,2589,SPXX,2021-04-16
2590,2590,SQ,2021-04-16
2591,2591,SQM,2021-04-16
2592,2592,SQNS,2021-04-16
2593,2593,SQZ,2021-04-16
2594,2594,SR,2021-04-16
2595,2595,SR^A,2021-04-16
2596,2596,SRC,2021-04-16
2597,2597,SRC^A,2021-04-16
2598,2598,SRE,2021-04-16
2599,2599,SRE^B,2021-04-16
2600,2600,SREA,2021-04-16
2601,2601,SRG,2021-04-16
2602,2602,SRG^A,2021-04-16
2603,2603,SRI,2021-04-16
2604,2604,SRL,2021-04-16
2605,2605,SRLP,2021-04-16
2606,2606,SRT,2021-04-16
2607,2607,SRV,2021-04-16
2608,2608,SSD,2021-04-16
2609,2609,SSL,2021-04-16
2610,2610,SSTK,2021-04-16
2611,2611,ST,2021-04-16
2612,2612,STAG,2021-04-16
2613,2613,STAR          ,2021-04-16
2614,2614,STAR^D,2021-04-16
2615,2615,STAR^G,2021-04-16
2616,2616,STAR^I,2021-04-16
2617,2617,STC,2021-04-16
2618,2618,STE,2021-04-16
2619,2619,STG,2021-04-16
2620,2620,STIC,2021-04-16
2621,2621,STK,2021-04-16
2622,2622,STL,2021-04-16
2623,2623,STL^A,2021-04-16
2624,2624,STLA,2021-04-16
2625,2625,STM,2021-04-16
2626,2626,STN,2021-04-16
2627,2627,STNG,2021-04-16
2628,2628,STON,2021-04-16
2629,2629,STOR,2021-04-16
2630,2630,STPC,2021-04-16
2631,2631,STPK,2021-04-16
2632,2632,STT,2021-04-16
2633,2633,STT^D,2021-04-16
2634,2634,STT^G,2021-04-16
2635,2635,STWD,2021-04-16
2636,2636,STZ,2021-04-16
2637,2637,STZ/B,2021-04-16
2638,2638,SU,2021-04-16
2639,2639,SUI,2021-04-16
2640,2640,SUM,2021-04-16
2641,2641,SUN,2021-04-16
2642,2642,SUP,2021-04-16
2643,2643,SUPV,2021-04-16
2644,2644,SUZ,2021-04-16
2645,2645,SWBK,2021-04-16
2646,2646,SWCH,2021-04-16
2647,2647,SWI,2021-04-16
2648,2648,SWK,2021-04-16
2649,2649,SWM,2021-04-16
2650,2650,SWN,2021-04-16
2651,2651,SWT,2021-04-16
2652,2652,SWX,2021-04-16
2653,2653,SWZ,2021-04-16
2654,2654,SXC,2021-04-16
2655,2655,SXI,2021-04-16
2656,2656,SXT,2021-04-16
2657,2657,SYF,2021-04-16
2658,2658,SYF^A,2021-04-16
2659,2659,SYK,2021-04-16
2660,2660,SYX,2021-04-16
2661,2661,SYY,2021-04-16
2662,2662,SZC,2021-04-16
2663,2663,T,2021-04-16
2664,2664,T^A,2021-04-16
2665,2665,T^C,2021-04-16
2666,2666,TAC,2021-04-16
2667,2667,TACA,2021-04-16
2668,2668,TAK,2021-04-16
2669,2669,TAL,2021-04-16
2670,2670,TALO,2021-04-16
2671,2671,TAP,2021-04-16
2672,2672,TARO,2021-04-16
2673,2673,TBA,2021-04-16
2674,2674,TBB,2021-04-16
2675,2675,TBC,2021-04-16
2676,2676,TBI,2021-04-16
2677,2677,TCI,2021-04-16
2678,2678,TCS,2021-04-16
2679,2679,TD,2021-04-16
2680,2680,TDA,2021-04-16
